asin,user_Name,user_Country,reviewText,overall,reviewerID
I2_XzXoY_x,Даниел,Bulgaria,"The rooftop is great! Also the host family is super nice, they helped me a lot, big thanks!",5.0,5402
qqvdCSUVT-,Ping,Trung Quốc,Service is good. The family are super nice. Always try to help. Food is good. No hot water in shower. It's okay during summer time but think about it's been raining two days the temperature was going down. The sound insulation of the room is not good.,4.0,3973
elnvl5oep-,Atika,Indonesia,"Location, design, staff, service, all!",5.0,471
DMS2YdSwva,Man,Ấn Độ,location. Room on the eighth floor. No intercom only Whats App. No bottled water on daily basis. No bucket with mug as we use the same in India. No breakfast free. Dampness in the room wall.,2.5,3121
ftiLg58Mjo,Maria,Nga,"Location, staff Dirty sheets, towels, walls",4.0,3186
QN5y4MpBKi,Clarke,Mỹ,the rooms were spacious and nice.,5.0,964
hITOvSa-SH,Yash,Thái Lan,"the location, the aesthetic of the place and the staff are top tier. 10/10 stay the placement of the TV. the only way to watch it is by sitting on the stools which is not ideal. not a major issue though but one that can be easily fixed!",5.0,5294
BmjeVQ24QR,Terese,Đức,"everything was very clean and the staff spoke good English. They were super helpful with everything, from recommendations for food to booking busses, they were really great. When I checked out I even got a small present and when I asked them where I could buy a pen, they gifted me one <3 nothing :))",5.0,4792
2Fa0GcDbiN,Anudari,Mông Cổ,"We stayed at the Three-Bedroom Executive Suite, the room was clean and comfortable. The view is also good. Overall the hotel facilities are of good standard and clean. The staff was helpful and polite. The breakfast was also fine, good value for money. The food from the restaurant was disappointing. I recommend going out to eat.",4.5,399
pHHV28mWUd,Quan,Việt Nam,"You get good value at this place. For solo traveler, it's good enough to spend the nights. The location is also near eateries and Ninh Kieu Quay. Need more sound proof. Also shower could be stronger.",4.0,4038
-bSrMlzqlP,Fabian,Việt Nam,"The staff were amazing, especially Henry and Anna, made our trip very special. The food was pretty nice and we were properly taken care off every step of the way. We did two days, but would've preferred to even go for a third day to take more in and enjoy some more involved items on the itinerary. Nothing",5.0,1495
w7wOSeB7qB,Xavier,Tây Ban Nha,"The Staff is amazing, really nice and helpful. Very clean. Everything was OK",4.5,5263
7WqHXWGWEq,Samim,Ấn Độ,They are very friendly,5.0,4332
hpG_nDPxy8,Seng,Lào,"Breakfast Aircon should be default at 21 up. The aircon was set at 16 by thr staff. The guest was too tired to check it, only realized it in the mid night when felt too cold. For senior it is health concern.",4.5,4422
NW58IEMGIE,Gustavo320,Brazil,Very nice people and room,5.0,1760
S4QR9C4wq2,Guyer,Ấn Độ,"Beautiful hotel and wonderful staff! We were incredibly comfortable during our stay and felt like the team at Aira did so much to make sure all of our needs were met. The location was great for us - on the beach and so close to some great little restaurants, massage places, corner shops, etc. A long walk (maybe 50 minutes?) or inexpensive taxi into the city made us feel connected to the more active nightlife, but not as if it was in our face. Really, everything was great. The cost of this hotel was pricier than the other hotels we stayed in during our Vietnam trip, but this was something we felt okay with going into it and it never bothered us during our stay. Two swimming pools, a pool table, and a boutique hotel experience made it all feel pretty worth it!",5.0,1763
0fNzKppqbV,Harrison,Đức,Wonderful location... A few minutes from the bay and a beautiful promenade. No vegetarian options for breakfast - only slices of white bread and no butter.,3.5,1823
q32qxY-8Tv,Dan,Việt Nam,Lovely welcoming litle boutique hotel with great staff. Good location and good value for the price,5.0,1062
t7Mcz2ncFG,Le,Việt Nam,Nice room Nothing,4.0,2837
6Pwbhz1FH-,Trân,Việt Nam,"A good stay, great hotel, clean room, quick service, cheap price. I come back. than you for host us. okay amenities. thank you for your stay Nope",4.0,5010
Yh5hUwZCSH,Chris,Vương Quốc Anh,"Room was very good, soft bed Breakfast was ok but could have: cereals, yoghurts,",4.5,888
WZfH92iWrY,Dang,Philippines,"Very good location, spacious, nice and comfortable accommodation",5.0,1071
mRCECi70Zd,Kawinthra,Thái Lan,"Such a cozy place. Nice room and view, good breeze. All of the staff here they are very nice, freindly, and helpful. I lost my hat some where in the hotel, they try to find and get it back for me. This hotel have many services that the guest need. I love this hotel so much and really recommend, it worth your money. I will be back to stay there again in future. Nothing.",5.0,2559
ngm4B3znze,Baracena,Philippines,The comfortable bed and pillows. And it's very accessible. The room is quite small but it's affordable and cozy.,4.0,523
ZEcJP5EtKe,Marc,Vương Quốc Anh,"Wonderful location close to Bến Thành Market, easy to reach all District 1 hotspots and some nice views from the rooftop bar/pool area, including some reasonable prices (for a skybar)! The staff at reception/on the doors/at the bar/cleaners etc were exceptional, always helpful, friendly and attentive or just happy to greet with a smile 11/10",5.0,3148
-acI283C6h,Reah,Philippines,"We really love the location of this place and we made the right decision to book. The property is located in a quiet street so you can sleep well at night. The hotel is also very convenient and accessible to food stores, grocery and attractions. The nearest attraction can only be walked less that 1 kilometer which is the St Joseph Cathedral and the farthest would be 3 kilometers. We also like the Wifi connection it’s very fast. We like the big window facing the city view. We also like the put “don’t disturb” or “clean” sign that you can show outside your door. The receptionist was accommodating and nice. The safety box was not working. So we had to always secure our valuables ourselves. There was unpleasant smell in the room. It seems like smoke from outside gets inside our room even if window is closed and especially the AC is turned on you can still smell it. I wish they could put good smell to the room.",4.5,4138
iD_6-FAVAl,Helen,Vương Quốc Anh,The staff are incredible! Couldn’t do enough to help me and made my stay fantastic. I rent a bike really cheaply off the hotel and used it to explore the island. As a solo female traveller the property is down some small dark lanes. However the grab services are great and this didn’t impact my stay.,5.0,1865
xdkt8l-uOi,Ian,Vương Quốc Anh,"Great location, near to lots of restaurants and bars but not noisy. Breakfast was essentially eggs any way you wanted them (including delicious pancakes) or soup with juice, fruit and coffee. The staff are very friendly and helpful. The rooms are small but more than adequate for a few days stay. Otherwise nothing to fault.",5.0,1990
HEnjH0uZVo,Madeleyben,Vương Quốc Anh,Owner was very friendly and went out of his way to make sure I had good Wi Fi for working.,5.0,3071
t4jBIl1izI,Maria,Tây Ban Nha,"The place is very nice and clean. The staff are very warm and welcoming, even though it felt a bit forced. It's a party hostel. Not really my atmosphere, and very big so you feel like the staff is always in a hurry. It's quite far from the town so you'll need a bike for sure to move around, they're not cheap but the best I've had in Vietnam.",4.0,3191
PfKEqW-XDo,Mark,Vương Quốc Anh,"Beautiful hotel with wonderful staff. The position on the waterfront is great and the walk into town is lovely. The rooms are well equipped, clean and lovely design. Staff are very friendly, efficient and helpful. The pool is fabulous and the gym is good. The breakfast was great. It’s a totally cool place. No complaints, we’d highly recommend this hotel.",5.0,3247
Gnbh25h6x6,Hyo,Hàn Quốc,"Our host was great. She helped us with missing luggage that was delivered from the airport even while we were out exploring the city, gave us a late checkout since we had a late departure flight, helped us with our requests like how to turn on hot water and getting extra clothes hangers for drying our clothes! Our host was very responsive! Nothing!",5.0,1978
-wtdx5B1FH,Melody,Việt Nam,"It boasts a spacious modern restaurant on the ground floor and elegant and cozy rooms with wooden furniture. The hotel is the perfect place to stay for travelers looking for a comfortable and memorable experience. The staff is friendly and helpful, and the hotel provides excellent service. Highly recommended for anyone looking for a luxurious stay in Hanoi!",4.5,3372
bnUy7ld3am,Không tên,Vương Quốc Anh,"such an amazing hostel! the owner ben is so involved in your stay, and gives a very personal feel to the hostel, as well as adding little touches which really go above and beyond. the staff here are all so friendly and it provides a lovely relaxed atmosphere to the experience. the view from the pool area is so beautiful, and the dorms themselves are large and comfortable. best hostel we have stayed at in Vietnam so far",5.0,2661
fZKUgBUn-P,Martin,Vương Quốc Anh,Excellent small hotel in very convenient location for Ha Noi old quarter. Staff very helpful and friendly throughout stay. Some of the materials from the recent refurbishment need to be cleared away.,4.5,3272
mj_T6r97uJ,Hrituraj,Ấn Độ,"The place is beautiful. The rooms are spacious, clean, and have all the facilities . The garden is very beautiful. The staff is helpful. The location is very far and outside the main area. Food options are limited.",4.0,1937
V_3h6Imq9M,Jonathan,Việt Nam,"The hotel was extremely clean and well maintained. The staff is truly incredible and so helpful. I enjoyed Can Tho, the city where Welkom Inn is located, but there is not much to do there after one or two days. Not really the hotel's fault at all. I am happy I have stayed at Welkom Inn.",4.5,2351
lP3uTbcDyU,Elise,Mỹ,"The staff was very friendly and even kept my motorbike in a garage during my stay. They were also very flexible and helped me book a bus to Hanoi. Although, I needed up canceling last minute which was not a problem for them. The hotel is 1 min. way from the train station. Perfect for catching a train to the next location. There are a few cafes in the area. Nothing",4.0,1368
XvcL-bzMKG,Marianne,Na Uy,"We had a wonderful experience at this hotel. The room was nice, the breakfast had many options and was very good, and the staff was so helpful and gave us a wonderful feeling staying there. We had som massages here and they were great too. Highly recommend this place!",5.0,3208
9Le5gynlcC,Charlotte,Úc,"Location was great and so close to everything or a short taxi ride. The rooms were amazing with very comfy beds. Breakfast catered for many scenarios and was fantastic for vegetarian/vegan. All staff were so friendly, professional and very helpful (from Grab booking to express laundry!) with a great knowledge on what to visit and when, but also knowledgeable for great local food. There was absolutely nothing to fault! Again all staff without exception have ensured that our stay was really good.",5.0,820
RtLCAvkC3t,Michèle,Bỉ,Nice room and friendly staff.,4.5,3429
_qFiKP_2Tm,Benjamin,Bồ Đào Nha,"I did't stay at the hotel My booking information stated that I would be able to pay at the accommodation using a bank card. It clearly stated that the hotel accept card payments. But when I arrived at the hotel, the receptionist could not speak or understand 1 word of English. Therefore we had to communicate using a translation app on my phone(which is ok). So as I wanted to pay with my card, the receptionist informed me that they only accept cash payments. As I did not had any cash on me, I was not able to check in. So I left the hotel while it was raining and had to search for another hotel. The hotel next door accepted card payments so I checked in there. Very bad experience!",0.5,574
i7zwTEsyhj,Bradley,Singapore,Nice and clean place. Good location.,5.0,658
GPSQzg-69p,Roisin,Úc,"The location was perfect. The hotel was clean and comfortable and the staff were very friendly, especially Ling who went above and beyond to make sure we were having an enjoyable stay.",5.0,4234
tBhlOnfyRS,Susana,Tây Ban Nha,Bike rental was easy and affordable. Staff was nice and helped us with the tour questions. Sometimes the gate was closed and we had to call them to get it open.,4.0,4687
1fLn7hKIYD,Mark,Việt Nam,"I like the view, the reception manager. the chef who denied us of food, one of the security staff.",4.0,3246
-sYfP5N8J7,Không tên,Hồng Kông,"great view at the breakfast area, great breakfast",5.0,2645
nf12eChHAs,Ngo,Việt Nam,"Everything was great...except for the receptionist at night called Viet, so bad. The night receptionist named Viet was sooo impolite..laying down on the sofa talking to guest and just playing phone..absolutely bad and unprofessional. Very disappointed with that.",4.0,3638
JePrzst2MH,Paul,Mỹ,"This hotel offers a fantastic location and excellent accommodation in what has become one of my favorite places to visit in Vietnam. The room I stayed in had a wonderful view of Fansipan Mountain, and was very clean and spacious. The hotel restaurant was very good. The staff were incredibly polite, friendly, and helpful. The restaurant, while very good, didn’t offer very much day-to-day variety with their breakfast buffet dishes. They could change things up a little each day, and that would make it even better.",5.0,3881
P6SjukfjD5,Duy,Cộng hoà Séc,You pretty much get what you pay for. The staff wasn't completely helpful. The room ran out of tissues and I notified the staff but they only brought new tissues the second time I raised the problem.,3.0,1305
-XjSvPQFoA,Jess,New Zealand,"Wonderful service, amazingly clean and great location Could be a little noisy from other guests but the staff did try to mitigate this as much as possible",5.0,2254
G3YEi5S44L,Louis,Vương Quốc Anh,Nice and spacious room. Everything is clean and good amenities.,4.5,2993
yAzlvg90XY,Alba,Tây Ban Nha,"Excellent location, super centrally located in an alley parallel to a main street. The service was exceptional, breakfast to choose very good, we ordered french breakfast and we liked it very much. They also gave us a larger room than we were entitled to as they had few reservations.",4.5,118
PseFCHJVed,Spicer,Vương Quốc Anh,it was nice and clean with a warm pool,4.5,4594
1KHktdbL0_,Boullier,Vương Quốc Anh,"the Staff are amazing, accommodating and inviting. it’s a comfortable place to hang out and between then national park and town centre",4.5,653
10Nh4DGMm3,Gaby,Vương Quốc Anh,"Great location to explore Dalat. Our room (with a window) was a really good size and was nice and bright and had good hanging space. The shower was really good with good pressure and plenty of hot water, and we were given fresh towels every day. We were able to use the washing machine and dryer free of charge which is very unusual! The bed was pretty uncomfortable and the Wi-Fi didn’t work that well during certain times of the day. The owners were friendly but they weren’t always available on reception.",3.5,1616
82cBlOKxEy,Kim,New Zealand,The laundry services superfast,5.0,2688
VVv5M4TEPD,Aw,Thụy Sỹ,"Staff were very hospitable, especially Fiona, Harry and Julia. Wi-fi and hot water is erratic",4.5,487
_Co8s_SiT3,Eric,Mỹ,"great location to explore Hue. located on a bit of a party street, which can be loud, but also provide a lot to do. the staff were amazing and very accommodating. everyone was always happy to provide a recommendation or help find a service (e. g., motorbikes).",5.0,1443
TB97x-yJw2,Chinh,Việt Nam,Super friendly owner/ staff Room was dusty. Found fruit stones under the stool and receipts of (probably) previous guests in the wardrobe. Water pressure was very very bad,4.0,872
qaH8r6Vpza,Madhuri,Ấn Độ,The staff were so very welcoming. From everyone the owners to housekeeping - superb hospitality! Rooms were clean and comfortable. The bathrooms could have been slightly better ventilated and with better lighting.,5.0,3075
4MuvwQR9bM,Yvette,Mỹ,"The aparment clean, the pool infinity nice, location so good 5 minute for walking go to district 1",5.0,5348
RH00_7j95s,Ajinkya,Úc,"the property is vast, beautiful, spacious. everything was great",5.0,92
uqKBr4QWJf,Cameron,Ireland (Ai Len),"Very nice and modern hotel, with lovely swimming pool and nice staff no fault of the property but the area and hotel was very quiet and quite far from the town",4.5,725
DhHdh_czBr,Jane,Úc,"fabulous location in a quiet street, only half a block from the lake. The staff are so friendly helpful and kind. I was told the hotel is constructing an upstairs bar and restaurant which ￼will be terrific addition. current bar in basement is not appealing",5.0,2156
XevSizJKfY,Pinson,Fiji,"Beautiful Resort with very friendly staff and the landscape are incredibly beautiful. Lush and green, with gorgeous flowers, the rooms are charming and clean. Great Breakfast. The staff were lovely and happy to help. Free bike use is great to be able to explore the surrounding countryside. Very close Bai Dinh pagoda and Trang An Landscape Complex. Excellent! We would stay again. Nothing",5.0,3976
1nAg6qmppQ,Shubham,Ấn Độ,"Location was ok but was very noisy outside at night everyday. No bedsheet, missing curtains, unclean washroom.",1.0,4494
ZsUwbKjWxz,Carolina,Ý,if you need to stop here for the cruisethe next day is ok. For european beware that at breakfast there is only a la carte vietnamese food.,3.5,768
cu3iWu_tyy,Melissa,Úc,"All of it! There was nothing we can fault, it had everything you needed and more. All the staff were so helpful and recommended some amazing food places! It was busy but you wouldn’t know it. Would highly recommend and definitely stay again! Didn’t spend enough time there!",5.0,3370
HhpnN4MOrA,Williamckh,Malaysia,Having connecting rooms was very convenient 1. The bathroom shower cubicle needs to be improved. The door should open inwards so that the bathroom floor would not get so wet. 2. Breakfast can be improved. Food should be kept warm throughout the breakfast time,2.5,5238
bKGHdmpECQ,P,,"The location, the bed It could have done with a bit of a freshen up in the room, a little worn (paint etc)",4.0,3824
FUDd41WQDF,Ronald,Việt Nam,"nice & clean, near to Benh Thanh Market and most of the tourist destination in District 1",4.5,4250
iPL8Clm2sB,Nataliia,Vương Quốc Anh,"I recently stayed at a hotel in Hanoi and was thoroughly impressed with the exceptional level of service provided by the staff. From the moment I arrived, the staff were welcoming and accommodating. The hotel itself was clean, and had all the necessary amenities for a comfortable stay. However, it was the staff that really made the experience unforgettable. They were always on hand to answer any questions I had and went above and beyond to ensure that all my needs were met.",5.0,3593
Rqr9cZ_f_N,Rosa,Mỹ,"The entrance is not so inviting, you see a folding bed and someone sleeping there? Not a good impression...... cleanliness not impressive, lacking maintenance. Overall not so good",1.5,4255
tigiEbt2FW,Charlotte,Vương Quốc Anh,"only down side was a dog that seemed to live on the property that would not stop barking, and meant I had a night of interrupted sleep. there was unfortunately no staff at reception to speak to about this in the evenings.",4.0,821
6QDM8V5Nvy,Thi,Úc,"Staff were amazing, very attentive and they all had a good sense of humour, especially the day female staff who made us laugh a lot. I was very happy with the room and service provided to us. The location was great! Enough distance away from the hustle and bustle but close enough to get to walking and drinking streets! Definitely recommend and will come back to.",5.0,4841
hI_y1zfMrb,Lieke,Hà Lan,"luxurious location, literally nothing to do",3.5,2902
B3TXP61PU3,Valerie,Thụy Sỹ,"Very friendly family and perfect location, just in the middle of everything. They provided us with 2 fresh water bottles and towels every day.",4.0,5076
_FK9yxs7J_,Sherif,Mỹ,"Nothing except the location The property is basically junk. it will take an assay to describe how everything is very poorly made, the bathroom is a complete joke and disaster. a couple of glass panels instead of walls, very small and leaking water everywhere. The room paint, built in furniture and finishing os beyond horrible (as if a child built it) and the quality is so poor. everything os already chipped and broken. The mattress, like everything else is super cheap and the hotel doesn’t provide a clothes iron.",1.0,4469
0qZ46Qajo3,Alisa,New Zealand,great and friendly staff and rooms are very clean and modern. we were comfortable in the bed! unfortunately it’s a bit loud as the windows are more traditional style so we heard a bit of beeping and street sounds.,4.0,189
uYwLQLWxvA,Timothy,Việt Nam,"Homely Environment. Comfortable Rooms. Great Atmosphere and Decor! Excellent Location, Caring and Amazing Staff. A Perfect Homestay. Would totally Recommend! N/A",5.0,4911
4kiMUma_HZ,Jeroen,Bỉ,"Kim and her little daughter welcomed us very warm and friendly. We slept in a beautiful room with own terrace, which was super spacious. The breakfast tasted amazing with all fresh ingredients straight from the market. Kim was always there to help and gave us free bicycles and nice tips for our visit to Hoi An. Thanks Kim, we enjoyed every single moment.",5.0,2248
vyEQ7vaSmV,Hazel,Ireland (Ai Len),Service - incredible staff. Especially Trang.,5.0,1842
Ragh47qxV_,Leanne,Úc,"Staff were friendly. Rooms were serviced daily. Hotel is in great location. Pool is small but that’s all required for a quick dip. We booked a grand family suite with city views but didn’t get a room with views. Hotel said they would look into how it was advertised by Booking. com because the family suite rooms don’t have city views. They compensated us with doing our laundry, so happy they are checking it for future families that are booking. Overall, good hotel.",4.5,2843
AR1L_N4fBx,Piter,Việt Nam,"Homestay is about a 5-minute walk from the center and you can see restaurants, bars or cafes. A house with Vietnamese style. A warm family and loving children. Tam manages the homestay, he is very friendly. You can book a tour of the caves for an affordable price. He finally arranged for me to take the bus when I had to leave the small town.",5.0,3985
H95J65L7sj,Lydia,Vương Quốc Anh,staff were lovely and friendly. Communication was good and the staff were able to arrange an airport transfer for us . we also used the spa which was very nice,4.0,3051
alTInoJh3_,My,Úc,Location Room and facilities,2.5,3542
jQsquaW20V,Madeleine,Ireland (Ai Len),nice pool area and friendly staff.,5.0,3070
7XIwyKBkZS,Rea,Hy Lạp,"Staff is really friendly,the manager was so helpful and gave us great tips and advice and they were answering almost instantly on any question. The day that we left they were literally chasing us to give us take away breakfast in the morning.",5.0,4137
NP-6xRakh5,Sonja,Đức,"Our bus arrived very late, but the owner made sure to let us know any important information in advance. She even called beforehand to help. We only stayed for one night. We wanted to stay one more, but it was already full, so she organized a room in a different hotel for us. She was very nice. The breakfast was very good. The boat tour we booked was a bit boring.",5.0,4574
1kmKlhce3-,Krishnakumar,Ấn Độ,"Room is big and arranged it creatively. Most of the facilities are there. Owner of the hotel is one of the rarest English-speaking guys we met in Vietnam. Owner is a good businessman, and he really promotes tourism. I had decided to stay for a night and leave for Ha Long Bay next morning. But he has showed things to do in Ninh Binh and arranged a taxi for a tour. With his help we could book a bus to Ha Long Bay. No lift so you have to use stairs. It was not an issue for us but may not be suitable for old people. Card payment charges are extra 3. 5%",4.5,2730
i__ZDukeQE,Devon,Việt Nam,Friendly,4.0,1196
v81GFBYPYa,Angela,New Zealand,"Great location in Da Nang! Attentive friendly staff! Beach right there, easy walk. Many food choices, restaurant or street food. Room was very clean, new/modern, generous size. This was the best sleep we have had for a long time! Pillows, mattress and duvet inner are top quality/comfortable. Breakfast is buffet style. We don’t speak Vietnamese and they helped organise a tour on my request. Very grateful for the English translation. They also stored our luggage on our last day while we were on a tour. Rooftop pool, loungers, chairs and exercise equipment at this property. Be careful using the stairs going back down. No platform to stand on as you walk through door. When you open up the door to stairwell, the first narrow step is right there. The sensor light is delayed which makes this hard to see.",4.5,307
jDWSwbNIQK,Cheryl,Vương Quốc Anh,The Staff are very professional and attentive. The location is very central and near the lake.,5.0,840
lCObMzJ6T6,Jorge,Thái Lan,cleanliness and hospitality some of the appliances at the room are old and not so well maintained like telephone shower and plugs,4.0,2368
iN67_IYXhW,Megan,Nam Phi,"Lee was an amazing manager, very friendly and always trying his best. The hotel is beautiful and the location is quiet. A short 1km bike ride to the old town. We enjoyed the honeymoon suite which had great views, was large and comfortable",5.0,3349
jIepM7x2th,Costa,Singapore,Our stay was great. Definitely go back here the next time I visit Vung Tau Overall meet the expectation,5.0,1008
sjxYntfNCq,Els,Singapore,"We liked our stay at Azura Gold Hotel. Staff is friendly, and breakfast is okay (you can choose 9 different options). Less than 10 minutes walk to the beach and 15 minutes to the road with all sorts of restaurants. Nothing",4.5,1401
LYp2wRqx3x,Sarah,Úc,"good staff broken doors, dirty, appliances didn’t work and doors didn’t lock",0.5,4378
23H6Ed0koV,Benedict,Mỹ,"Convenient location to the Old Quarters (though one has to cross a bridge) every time. Their laundry service was fairly priced by kg. My, a staff at the Villa, was extremely helpful. She made all our bookings, for the various shows (Memories, Lune) and onward transfer (taxi, train). The Owner was always inviting us for drinks. Very hospitable family. Nothing",5.0,569
u8zfLvsztS,Celeste,Malaysia,"Great location - walking distance to Ben Tanh market, museums, Nguyen Hue street, and plenty of cafes, eateries nearby. Definitely value for money given the size of the room too. To improve on cleanliness - one of the face towels had leftover hair on it (!!!) and floor was bit sticky when I walked in/first got there. They also didn’t have an iron (not even for communal use), but offers laundry services instead.",4.0,793
aTgL6E3AR1,Paradine,Singapore,The room/appartment was very large. Clean. Had washing machine so could wash and dry clothes. Was able to leave bags at reception after check out. Staff were friendly and helpful. The location is about 15 minutes walk from the main town area. I don't think this is an issue.,5.0,3853
sLtdibBSWW,Anastasiia,Nga,great locationcool staffincredible swimming poolnew furniture curtains in dormoffer to rent a bikecheap no towels small lockers (only for phone and wallet)quiet expensive food in restaurantno kitchen for guests use,4.5,263
x8-lZ2_nrO,Alexandra,Bỉ,"Everything was perfect during our stay, the staff, the room, the pool and the breakfast! It was a pleasure staying here! -",5.0,155
npzlRcP5nv,篠原,Nhật Bản,Very kind,5.0,5421
_ls2oh-eHR,Marek,New Zealand,Very good room and super helpful staff Truc Thanh who runs reception has very good English and is super helpful. She organised our speed boat to cham island. Nothing. All good.,5.0,3174
Z1ECx_jpzP,Van,Mỹ,"Nice location and hotel design, quite a big and bright room, good breakfast and very helpful people working here",5.0,5081
E2pUcS1-FZ,Gaylene,Úc,Loved the pool and pop up pool restaurant. The food and cocktails were great. The location in District 2 is great with all new restaurants/ bars and businesses. Nothing. Service was amazing and the staff were so welcoming and friendly,5.0,1639
8drbbwfakA,Alanis,Indonesia,"The location nearby everything, the staffs are really nice. I checked in early around at 5AM, but they really welcomed me and make sure that I will get the room before check in time. They have many tour packages, even they have catalogue magazine for the trip in Vietnam. Most importantly, the staffs are really helpful. They give me a lot of information about places and restaurants in Hanoi, they also took care of motorbike that I rented. Definitely perfect hotel while you travel to Hanoi. It’s in Old Quarter and everything is accessible Nothing!",5.0,115
9AmDy_VCdh,Monisha,Vương Quốc Anh,Literally a 2 minute walk to the town centre but very quiet in contrast. The homestay is decorated in beautiful plants. The breakfast was made to order with incredible drip coffee. My favourite part was seeing all the generations of family around the homestay including the teeny tiny puppies. As soon as we arrived the owner spent 30 minutes finding out all the bus and train time/prices to Da Nang and was truly happy to help. They genuinely want you to have a lovely time! The room was clean and shower worked well!,5.0,3518
ZfRoOikPAc,Paul,Úc,not much not hot water had to go to reception,2.5,3884
AnGhzptu5A,Samuel,Úc,"Spacious apartment, good location.. plenty of great eateries and bars. Right near the river, nice for short walks. Staff were very friendly. The rooftop bar had a fantastic outlook. Aircon fast and crisp - a godsend for the time of year we chose.",4.5,4340
ohzXIdzxbB,Jorge,Tây Ban Nha,Nice room and friendly staff -The room was not very well clean. There were hairs from the previous person in the shower wall-There was quite a lot of noice coming from the reception during the night,3.0,2369
k_fDy5dlmx,Christel,Úc,Great location - very helpful staff No window in rooms,4.0,889
hNDaszFSaU,Khoi,Úc,it is a beautiful and modern hotel The hotel is close to My Khe beach. The staff is very helpful and friendly especially Miss Dung,4.5,2635
hITOvSa-SH,Enrico,Ý,"friendly and helpful staff, very clean, nice vibes and good location. -",5.0,1433
_g6tA_f1PQ,Marilyn,Úc,"the bed was clean & comfortable. the pool was nice to relax & cool down in afternoon & evening. we were very happy, no dislikes at that price.",5.0,3223
37PXqyeD75,Joshua,Mỹ,"The property is nice I messaged the hosts I'd arrive via night bus, as is common here, and was told no problem just ring the bell at 5 and they'd open the door. I arrived after 5, and another Backpacker was already there and couldn't get in because nobody was answering the bell. Eventually we were let in by an annoyed looking host. I get it, it's early, but you're running a hostel and there was prior confirmation of arrival time. They also rented me a bad condition motorbike that only ran if the gas was above 1/4 full, but that was not explained ahead of time, and all the gauges were broken anyway. There was sometimes nobody around to ask questions or help sort anything out, and 2 of 3 people I talked to didn't speak English, which is okay as it's Vietnam, but it kind of seemed like the place is not ready to be a hostel for backpackers. Also no water filter, have to purchase. It's really not near anything, need a moto. Most ppl stay in tam coc.",3.0,2390
uMIT1eK_Y7,Samuel,New Zealand,"The room is superb, the interior design is simple and cosy. The location of the hotel is ideal as it is not far from the city centre while closes to the beach. I was staying at 5th floor facing the sea, a lot of noises from the street before 12am.",5.0,4338
0lre3G_NdR,Le,Việt Nam,Good location Noisy area,4.0,2837
1gJHpnPxqh,Anjum,Saudi Arabia (Ả-rập Xê-út),"Breakfast menu ,Need attention with more variety, over all its good",4.5,331
VVv5M4TEPD,David,Vương Quốc Anh,"Great location and very friendly staff, as usual in Vietnam shower leaks everywhere but other than that - its fine.",4.0,1139
qSPByEZWuP,Nicolas,Thụy Sỹ,"cleanest Homestay we stayed in Vietnam in twenty day, nice and comfortable bed room, swimming pool clean, perfect coffee & breakfast.",5.0,3698
qEucXCBFsJ,Thanongdetch,Thái Lan,Good location,4.5,4818
EV9IEv0i-r,Diễm,Việt Nam,"One of the most impressive things here is the view. Trust me !!! The view here will satisfy you with a marvelous scene in the mountain, namely Fansipan Mountain Almost nothing here gets me down",5.0,1242
tjPOHZh4bI,Matthias,Đức,nice remote location; relaxed owner with a good sense of service. Good advice what to see and how to get around. Free bikes and fair price for scooter (150k) and gas. Great idea to invite guests to a joint family dinner.,4.5,3308
YamRlaPAD6,Alex,Việt Nam,"The room had a balcony The facilities available were poor. advertising many activities which were not accessible. The room was nice but could often smell the drains, the TV didn't work which normally wouldn't be a problem but because of nothing else being available, this added to the frustration. The food (breakfast)..buffet style but options of pizza and baked pasta..for breakfast. Once we were the only guests so the staff asked 24hrs in advance what we wanted for breakfast and still got it wrong.",1.0,146
T266btX_Hy,Wei,Singapore,"The front receptionists are juz fantastic. very helpful and accurate in their recommendations of local food, cafes and transport. very good English speaking and highly recommended. special thanks to Ivy, Cindy and Tan - u guys made our stay superb",4.5,5209
FvakqFAK8e,Kris,Úc,"Such a lovely hotel, receptions are always welcome and polite. free bike hiring and they also offering pick up and drop off service with cheaper price. Great location 5 mins bike ride to the Hoi An night market. breakfast was great as well. Rooms are great and very spacious. Only problem was the wifi were a bit too slow and Tv are quite small. Soundproof still need a little bit more work.",5.0,2728
js2WV_w8Qm,Soren,Đan Mạch,"A good room in the middle of the city. no sound insulation between the bathroom and the room next door bathroom, but just close the door",4.0,4587
0iZlepAG7m,Jana,Vương Quốc Anh,Staff was very nice giving us good recommendations. The pictures are deceitful. We booked a bungalow as shown in the pictures but got rather a hut whose window fell off and people could see inside through gaps in the walls. Definitely not worth money as it was like sleeping outdoors.,2.0,2149
UcI_XLLPn9,Tereza,Cộng hoà Séc,"Staff was helpful with everything we needed (borrowing bowls, airport shuttle, package delivery to reception). Breakfast was good. Our rooms did not have windows. Also the walls were dirty which makes the whole room look dirty eventhough it's clean.",4.5,4793
DqPeV6NlDN,Henry,Singapore,location and the friendly of the hotel staffs nothing,5.0,1877
SBNrdecPyc,Aya,Cộng hoà Séc,"it’s very noisy place, music was over too loud until very late :(((staff didn’t care when we were asking for putting the music a bit down",1.0,492
